chapter_no,heading_1,heading_2,heading_3,heading_4,sub_section_no,source_url,zoneomics_url,is_sub_chunk,sub_chunk_no,text
2,Chapter 2 ZONING AND LAND USE,Article 5 Parking Regulations,§ 10-2.1707 Nonresidential parking standards within the Artesia and Aviation Corridors Area Plan., ,sub-sec-2.5.5,https://ecode360.com/43374412,https://zoneomics.com/code/72/chapter_2#2.5.5,True,1,"(a) Purpose and intent.
The mobility objectives of the Artesia and Aviation Corridors Area Plan are to provide a concentration of office, restaurant, and retail activity that is community/neighborhood serving.
The intent is to create a ""park once and walk"" corridor that meets parking needs and promotes the use of active transportation (e.g., walking, bicycling, and scooter riding).
Restaurant and office uses, identified as ""preferred uses"" within the corridor plan, are envisioned to attract a mix of people from the surrounding neighborhoods who may arrive on foot, bike, e-bike and other alternative modes, or by car.
The segments of Artesia and Aviation Boulevards included in the Artesia and Aviation Corridor Area Plan runs from the transportation easement (rail line) east of Inglewood Avenue to the western City boundary at Aviation Boulevard.
(b) Number of parking spaces required.
All permitted nonresidential uses, that have frontage on either the Artesia or Aviation Boulevards within the Artesia and Aviation Corridors Area Plan are not required to provide parking.
(1) Outdoor seating for restaurant uses.
No parking is required.
(2) Although not required, if the project provides on-site parking, then design of parking lots, common parking garages, driveway approaches, driveways, and aisles are subject to the requirements pursuant to
Section 10-2.1706 and the following additional ""General requirements,"" ""Exceptions,"" and ""Findings.""
a. General requirements.
1. Off-street parking areas shall be located to the rear of, or beneath, the primary building or structure on the lot.
2. No off-street parking shall be permitted in the front yard setback or between the front of the primary building and the public street, except as provided in subsection b below.
b. Exceptions — Administrative use permit.
1. The placement of off-street parking in the front of the primary building may be authorized through approval of an Administrative Use Permit (AUP) as determined by the Community Development Director subject to the findings in subsection c.
2. An application for an AUP shall be processed in accordance with
Section 10-2.2507.
c. Findings for approval.
In approving an AUP the Community Development Director shall make either findings 1 or 2, and 3, in addition to the requirements contained in
Section 10-2.2507:
1. Site constraints.
Physical site conditions, including, not limited to, lot depth, topography, corner lot condition, or the location of existing structures make rear parking infeasible.
2. Business operations.
The proposed business or use has operational characteristics that warrant front yard parking, such as customer pick-up/drop-off areas, accessibility needs, or similar functions, and rear parking would substantially impair the business operation.
3. Design mitigation.
Parking located in front of the primary building is designed and screened to minimize visual impacts from the public right-of-way, including landscaping, decorative walls, or other design treatments consistent with City design guidelines.
(c) Requirements for parking lot designs not compliant with
Section 10-2.1706. Overlap (on-site or off-site) parking, valet parking, tandem parking, and mechanical lifts for all nonresidential uses located within the Artesia and Aviation Corridors Area Plan may apply for an Administrative Design Review pursuant to
Section 10-2.2500.
(1) Administrative Design Review may be approved for:
a. Overlap parking serving more than one use or site;
b. Valet parking; c. Tandem parking; d. Mechanical lifts; or e. Any combination of the above, subject to specific findings and conditions of approval.
(2) In approving an Administrative Design Review for parking lot design not compliant with
Section 10-2.1706, overlap parking (on-site or off-site), valet parking, tandem parking, and/or mechanical lifts, the Community Development Director (or designee) shall find:
a. In regard to overlap (on-site or off-site) parking:
1. The peak-hour parking demand from all uses does not coincide and/or the uses are such that the hours of operation are different for various portions of the business."
2,Chapter 2 ZONING AND LAND USE,Article 5 Parking Regulations,§ 10-2.1707 Nonresidential parking standards within the Artesia and Aviation Corridors Area Plan., ,sub-sec-2.5.5,https://ecode360.com/43374412,https://zoneomics.com/code/72/chapter_2#2.5.5,True,2,"If the site is in a pedestrian-oriented commercial zone, the Community Development Department may also approve overlap parking subject to a determination that the use mix is conducive to customers parking and walking to visit more than one business on the same trip; and
2. The adjacent or nearby properties will not be adversely affected relative to parking; and
3. The proposed traffic circulation will not be detrimental to the health, safety, and welfare of residents residing or working in or adjacent to the neighborhood; and
4. The off-site parking is within a reasonable distance of the premises upon which the building or use is located; and
5. In reaching a decision, the Community Development Director (or assigned) may consider survey data submitted by an applicant or collected at the applicant's request and expense.
b. In regard to valet parking, tandem parking, and mechanical lifts:
1. The location for valet services, tandem parking, and mechanical lifts does not severely impede on-site or off-site traffic or pedestrian circulation; and
2. The adjacent or nearby properties will not be adversely affected by noise associated with the mechanical lifts and/or valet parking services; and
3. Mechanical lifts shall be operated by an employee and shall be screened from view from the adjacent public right-of-way to the extent feasible.
(3) Mechanical lift design standards.
A mechanical lift is an elevator-like mechanical system allowing full-size passenger cars or sport utility vehicles to be placed in the lift and mechanically raised or lowered, creating space for more full-size passenger cars or sport utility vehicles to be parked in a vertical configuration.
Mechanical lifts shall be operated solely by parking attendants.
Mechanical lifts shall be screened from view from adjacent public streets to the extent feasible.
(4) As a condition of such Administrative Design Review approval for overlap parking (off-site), the Community Development Director (or assigned) shall require a written agreement between landowner(s) and the City, in a form satisfactory to the City Attorney, which shall include:
a. A guarantee among the landowner(s) for access to and use of the off-site overlap parking facilities; and
b. Remedies in the event that there is a change in use on the property or in the event that the off-site overlap parking is lost; and c. A provision that the City may require parking facilities in addition to those originally approved, after notice and administrative hearing, upon a finding by the Community Development Director (or assigned) that adequate parking to serve the use(s) has not been provided; and d. A provision stating that the City, acting through the Community Development Director (or designee), may, for due cause and upon notice and administrative hearing, modify, amend, or unilaterally terminate the agreement at any time.
(5) Notwithstanding the foregoing, if such parking reduction, parking lot design, overlap (on-site or off-site) parking, valet parking, tandem parking, or mechanical lift request also includes other discretionary actions to be considered by the Planning Commission, the Community Development Director shall refer the parking request to the Planning Commission in conjunction with such other discretionary actions.
The Planning Commission, in considering the parking request, shall make such findings and include necessary conditions as provided in this section.
(6) Performance.
It is a violation of this section for use of valet and/or mechanical lift parking spaces and queuing to access those spaces, to be operated in a manner that causes either:
(a) significant congestion on adjacent streets or intersections; (b) any other significant impediment to City intersections, streets or adjacent off-street parking areas; or (c) significant interference with the self-park operations elsewhere on site.
Violations of this section are subject to enforcement pursuant to
Article 15 (Enforcement) of
Part IV (Administration) of
Chapter 2 (Zoning) of Title 10 (Planning and Zoning) of the Redondo Beach Municipal Code.In addition, the Community Development Director may impose conditions if the Community Development Director determines that doing so is necessary to eliminate any such violation.
(Ord.
3261-23, c.s.
eff.
October 5, 2023; Ord.
3306-25 c.s., eff.
November 20, 2025)"
2,Chapter 2 ZONING AND LAND USE,Article 5 Parking Regulations,§ 10-2.1708 Storage and/or parking in residential zones or on any lot having a residential use in a nonresidential zone., ,sub-sec-2.5.6,https://ecode360.com/42656274,https://zoneomics.com/code/72/chapter_2#2.5.6,False,0,"(a) Definition of ""front yard area.""
""Front yard area,"" for the purpose of this section, shall mean the area measured from the front property line to a line parallel with the face of the front wall of the main building located the greatest distance from the front property line and extending the full width of the lot.
(b) Parking pads in front yard area.
(1) No front yard area shall be used for the parking of automobiles and motor vehicles except for parking of operative vehicles on approved driveways which provide direct access to a garage.
(2) In the R-1A zone only, parking of operative vehicles in the front yard area on approved parking pads serving existing single-family dwellings is permitted subject to the following standards:
a. Where there is no existing garage, one parking pad may be permitted provided the pad is a maximum of 19 feet in width with one driveway approach a maximum of 19 feet in width, and further provided the pad is at least 19 feet in depth across its entire width; or
b. Where there is an existing single car garage, one combination parking pad and driveway may be permitted provided the combination pad and driveway is a maximum of 19 feet in width with one driveway approach a maximum of 19 feet in width, and further provided such driveway portion leads directly to the garage and that the combination pad and driveway is at least 19 feet in depth across its entire width.
(c) Parking pads on corner or reverse corner lots.
No exterior side yard area shall be used for the parking of automobiles or motor vehicles except for parking of operative vehicles on approved driveways which provide direct access to a garage, or for parking of operative vehicles in an area shielded by a decorative wall or fence six feet high (see
Section 10-2.1524(b) relating to setbacks for fence heights of six feet on reverse corner lots).
""Exterior side yard area,"" for the purpose of this subsection, shall mean the ""exterior side setback"" as defined in
Section 10-2.402 and the extension of this setback for the full length of the lot.
(d) Parking prohibited on driveways serving multi-family dwellings.
Any driveway which serves two or more dwellings shall not be used for parking, or any other use that would impede the other residents from utilizing their required parking spaces.
(e) Storage.
(1) Boats, trailers, or similar items.
Storage and/or parking for more than 72 consecutive hours of boats, house trailers, camp trailers, detached camper-trailer tops, and other trailers in the front yard area shall not be permitted.
On the street side of corner or reversed corner lots, storage and/or parking for more than 72 consecutive hours of boats, trailers, or similar items, in the side or rear setback, is permitted provided such area shall be shielded by a decorative wall or fence six feet high to minimize any undesirable appearance from the street and surrounding property (see
Section 10-2.1524(b) relating to setbacks for fence heights of six feet on reverse corner lots).
(2) Construction equipment or materials.
Storage for more than 72 consecutive hours of any commercial or construction equipment, materials (lumber, metals, plastics, etc.
), fixtures, appliances, machines, trash, or waste, is hereby prohibited except for equipment and materials being used for construction on the premises where a valid building permit has been issued or applied for.
(3) Commercial vehicles.
The garaging, parking, maintaining, or storage of any commercial vehicle, as defined in
Section 10-2.402 of
Article 1 of this chapter and the Vehicle Code of the State, which exceeds a registered unladen weight of 5,600 pounds shall not be permitted.
(4) Vacant lots.
Storage and/or parking for more than 72 consecutive hours of boats, house trailers, camper trailers, detached camper-trailer tops, or vehicles on vacant lots shall not be permitted.
(f) Prohibited occupancy of house trailers, mobile homes, campers and boats.
House trailers, mobile homes, campers, and boats shall not be occupied or used as a dwelling unit unless located in a trailer or mobile home park which has been approved by the City.
(Ord.
2756 c.s., eff.
January 18, 1996, as amended by Ord.
2786 c.s., eff.
January 2, 1997, and § 3, Ord.
2865, eff.
February 1, 2001)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1800 Purpose., ,sub-sec-2.6.1,https://ecode360.com/42656290,https://zoneomics.com/code/72/chapter_2#2.6.1,False,0,"The purpose of this article is to:
(a) Protect and enhance the City's character and its economic base through the provision of appropriate sign standards and the avoidance of excessive or obtrusive signs on privately owned property; (b) Limit the size, type and location of signs in order to protect the public safety, health, and welfare; to maintain the quality of community life; to maintain the beauty of the City's natural and architectural features; to ensure that signs do not visually dominate the zone in which they are located; and to provide appropriate standards for achieving the primary intended purpose of identifying the business; (c) Ensure that signs are in harmony with the building, the neighborhood, and other signs in the area; (d) Improve pedestrian and traffic safety; (e) Implement community design standards, consistent with the General Plan; (f) Promote signs that identify uses and premises without confusion; (g) Promote the use of signage which creates a high quality visual environment; (h) Encourage the use of pedestrian-oriented projecting signs, monument signs and flush-mounted signs.
(Ord.
2756 c.s., eff.
January 18, 1996)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1802 Criteria., ,sub-sec-2.6.2,https://ecode360.com/42656299,https://zoneomics.com/code/72/chapter_2#2.6.2,False,0,"(a) The size, shape, color, materials, illumination, and placement of the sign shall be compatible to, in scale with, and harmonious with the building with which it will be associated and with the visual character of the area in which it will be located.
(b) The sign shall not, by size, color, or location, interfere with traffic or visibility, or unduly obscure from view or detract from existing signs.
(c) The sign shall not cause needless repetition, redundancy or proliferation of signage.
(d) The location and design of the sign shall not adversely impact surrounding properties or harmfully impact the public health, safety and general welfare.
(e) The sign shall implement community design standards consistent with the General Plan.
(f) The sign shall identify uses and premises without confusion.
(g) The sign shall promote a high quality visual environment.
(h) Pedestrian-oriented projecting signs, monument signs and flush-mounted signs shall be encouraged.
(Ord.
2756 c.s., eff.
January 18, 1996)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1804 Signs exempt from regulations., ,sub-sec-2.6.3,https://ecode360.com/42656308,https://zoneomics.com/code/72/chapter_2#2.6.3,False,0,"The following signs and other similar decorative devices shall be exempt from the provisions of this article:
(a) Window signs.
(b) Official and legal notices issued by a court or governmental agency.
(c) The official flag of a government or institution, including the display of the United States flag, the flag of the State of California, or any other county, state or political subdivision.
(d) Construction signs during the period of construction not exceeding a total of 32 square feet.
A larger total sign area may be permitted subject to Administrative Design Review for projects on larger sites with a substantial length of street frontage.
(e) One ""Garage Sale"" temporary sign not exceeding six square feet and located only on the premises upon which the sale is occurring.
(f) One menu board no more than six square feet in conjunction with permitted outdoor dining.
(g) Political signs not exceeding 16 square feet per sign, based upon the holding in Baldwin v. Redwood City, 540
F. 2d
1360.
(h) Real estate signs, provided that:
(1) In residential zones:
a. The sign must be displayed on a site where one or more dwelling units are being offered for sale, rent or lease, or at another site with the consent of the owner.
b. No sign shall exceed six square feet, except where more than one unit of a condominium is offered for sale, rent or lease, the signs may be combined in a single supporting structure, and the sign area shall not exceed three square feet per unit offered.
c. No flags, pennants, or similar devices shall be permitted, except during the hours of an ""open house.""
(2) In nonresidential zones, there shall be no more than one sign and the sign shall not exceed 32 square feet.
(i) ""No trespassing,"" ""no parking,"" ""no solicitors,"" and other similar warning signs of no more than two square feet.
(j) Parking entrance and exit signs, other private traffic, or pedestrian directional signs or other informational signs not to exceed 12 square feet in area.
Oriented along the street frontage, there shall be no more than one such sign per entrance to the parcel.
(k) Tenant directory signs near building entrances for use by pedestrians for informational purposes only.
(l) Service station signs required by law, as follows:
(1) Copy applied to fuel pumps or dispensers such as fuel identification, station logo, and other signs required by law.
(2) Petroleum price signs required to be visible from the street, limited to one sign per street frontage not exceeding 20 square feet per sign.
Price signs shall be permanently affixed to a building or canopy, or installed in the ground.
(m) Holiday decorations.
(n) Business door nameplates, not exceeding two square feet in area, and containing the name and address of the business only, affixed only to the door of each individual business or immediately adjacent thereto.
(o) For each residential dwelling unit, one identification sign or commemorative plaque of no more than two square feet and one house number or address of no more than two square feet.
(Ord.
2756 c.s., eff.
January 18, 1996, as amended by Ord.
2786 c.s., eff.
January 2, 1997, and § 8, Ord.
2884 c.s., eff.
May 2, 2002)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1806 Sign review required., ,sub-sec-2.6.4,https://ecode360.com/42656331,https://zoneomics.com/code/72/chapter_2#2.6.4,False,0,"(a) Signs subject to Administrative Design Review.
No sign shall be constructed, established, placed, or painted on a building, structure, or site, and no existing sign shall be modified except for change of copy or repair, unless such sign has been approved pursuant to the criteria and procedures of Administrative Design Review pursuant to
Section 10-2.2500, unless exempt from these regulations pursuant to
Section 10-2.1804, or otherwise subject to review pursuant to subsection (b) of this section or
Section 10-2.1820 (Temporary signs).
(b) Signs subject to Planning Commission Design Review.
The following signs shall be subject to the criteria and procedures for Planning Commission Design Review pursuant to
Section 10-2.2502:
(1) A sign or sign program in conjunction with any project requiring discretionary approval by the planning commission, except that signs established subsequent to the approval of a sign program by the Planning Commission shall be subject to Administrative Design Review.
(2) A new pole or pylon sign, or change to an existing pole or pylon sign except for change in copy or repair.
(3) A new monument sign, or change to an existing monument sign except for change in copy or repair, where the sign exceeds a height of six feet.
Berming incorporated with the placement of the sign shall be included in any height measurement.
(4) A new sign, except for prohibited signs in
Section 10-2.1818, which will not meet the sign regulations established in this article.
(Ord.
2756 c.s., eff.
January 18, 1996)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1808 Residential zone requirements., ,sub-sec-2.6.5,https://ecode360.com/42656338,https://zoneomics.com/code/72/chapter_2#2.6.5,False,0,"The following signs are permitted in any residential zone:
(a) One wall sign per street frontage and/or one monument sign per street frontage, totaling no more than 32 square feet, shall be permitted for the following uses:
(1) Multiple-family residential buildings containing four or more dwelling units;
(2) Churches;
(3) Child day care centers;
(4) Schools;
(5) Mobile home parks.
(Ord.
2756 c.s., eff.
January 18, 1996, as amended by Ord.
2786 c.s., eff.
January 2, 1997)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1810 Commercial zone and industrial zone requirements., ,sub-sec-2.6.6,https://ecode360.com/42656345,https://zoneomics.com/code/72/chapter_2#2.6.6,True,1,"(a) Wall signs.
(1) Front wall signs flush against the face of the building and not projecting more than 16 inches therefrom may be permitted a total sign area not to exceed 15% of the area of the front wall of the building.
(2) Rear wall signs flush against the rear wall of a building and not projecting more than 16 inches therefrom shall only be permitted if the rear wall of the building faces a street, parking area, or pedestrian area and shall not exceed 10% of said rear wall in total sign area.
(3) Side wall signs flush against the side wall of the building and not projecting more than 16 inches therefrom may be permitted a total sign area not to exceed seven and one-half (7 1/2%) percent of such side wall, except a total sign area up to 15% of the area of the wall may be permitted where the side wall faces a street.
(4) Mansards.
Notwithstanding anything in this article to the contrary, signs may be permitted on mansard roofs, or on architectural features projecting from the wall of the building intended to resemble or imitate a mansard roof, only in cases where it is determined by the Community Development Director that insufficient area is available for other sign solutions.
Signs on mansard roofs or on architectural elements resembling mansard roofs shall be subject to the following additional requirements:
a. For purposes of calculating the maximum sign area, mansard roof signs shall be considered the same as wall signs subject to subsections (a)(1) through (a)(3) of this section.
The wall area of the building shall be calculated by multiplying the horizontal dimension of the wall by the vertical distance to the top of the lower slope of the mansard roof, or to the top of the parapet of the roof in the case of an architectural element projecting from the wall of the building to resemble a mansard roof.
However, any vertical height exceeding 15 feet per story shall not contribute to the calculation of maximum sign area.
b. Signs on mansard roofs shall be located no higher than a vertically centered position on the steeper lower slope of the roof.
In the case of architectural elements resembling a mansard roof, signs shall be located no higher than a vertically centered position on the element, and in no case above the parapet line of the roof.
c. Use of channel letters is required, except where it is determined that channel letters will be incompatible with the design of the roof or unreadable due to the design of the roof.
If channel letters are not feasible, cabinet signs may be permitted, provided the cabinet is fully incorporated into the design of the roof.
d. In cases where the Community Development Director determines that a mansard roof sign shall not be approved, the applicant may bring the request to the Planning Commission by submitting an application for Planning Commission Design Review pursuant to
Section 10-2.2502.
(b) Hanging signs.
(1) Hanging signs shall be a minimum of eight feet vertical distance from the sidewalk grade and at approximately a ninety (90°) degree angle to the face of the building.
(2) The maximum area of such signs shall be determined by the following:
a. The length of such signs shall not exceed 2/3 of the projecting dimension of the awning, canopy, or parapet overhang.
b. Such signs shall not exceed two feet in height.
(c) Projecting signs.
(1) Projecting signs shall be a minimum of eight feet vertical distance from the sidewalk grade and shall not project more than three feet over the public right-of-way.
(2) No projecting sign shall extend above the adjacent eave or parapet line of the roof.
(3) The maximum sign area per face shall not exceed one square foot for each lineal foot of building frontage.
(4) Notwithstanding anything in this title to the contrary, projecting signs extending a maximum of three feet above the adjacent eave or parapet line of the roof may be approved subject to Planning Commission Design Review pursuant to
Section 10-2.2502 in cases where insufficient area is available for other sign solutions and provided that the sign is architecturally integrated into the design of the building.
(d) Canopy and awning signs."
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1810 Commercial zone and industrial zone requirements., ,sub-sec-2.6.6,https://ecode360.com/42656345,https://zoneomics.com/code/72/chapter_2#2.6.6,True,2,"(1) Signs printed on, painted on, or attached onto a canopy or awning shall not exceed 2/3 of the length of the canopy or awning and shall consist of no more than one line of lettering not exceeding 12 inches in height, and shall be located on the valance of such canopy or awning.
(2) In addition to lettering, an identification emblem, insignia, or other similar feature not exceeding an area of four square feet may be printed on, painted on, or attached onto any other portion of the canopy or awning.
(3) Canopy and awning signs are limited to the ground floor.
(e) Monument signs.
(1) One monument sign per street frontage may be permitted for each of the following uses:
a. A planned shopping center or office building having three or more stores or offices sharing a common parking area and having a minimum street frontage of 60 feet;
b. New and used motor vehicle sales; c. Hotels and motels; d. Restaurants; e. Banks; f. Car washes; g. Service stations; h. Warehouse retail uses;
i. Commercial recreation uses;
j. Churches; k. Single-tenant or multi-tenant industrial sites having a minimum street frontage of 60 feet.
(2) The maximum sign area per face shall not exceed one-half square foot for each lineal foot of street frontage.
Lots having more than one street frontage shall count each street frontage separately.
(3) The maximum sign area permitted shall not be more than 100 square feet per face for any monument sign.
Not more than two sign faces shall be permitted, and such sign faces shall be parallel, with a maximum distance of 18 inches between the faces.
(4) Monument signs shall not exceed 10 feet in height above existing grade, except where otherwise allowed by this article.
Berming incorporated with the placement of the sign shall be included in any height measurement.
(5) Monument signs shall be placed in a landscaped area of not less than the area of one face of such sign.
(f) Pole and pylon signs.
(1) No pole or pylon sign shall be permitted in the following pedestrian-oriented zones:
C-2-PD, C-3A, C-3B, C-3-PD, C4B, C4-PD, MU-1, MU-2, MU-3, MU-3A, MU-3B, and MU-3C.
Notwithstanding the above, pole and pylon signs may be considered in conjunction with service stations in the MU-3 zone.
(2) No pole or pylon sign shall be permitted in any zone except on a lot or parcel having a minimum street frontage of 60 feet.
(3) A pole or pylon sign may be permitted only in conjunction with the following uses:
a. A planned shopping center having three or more stores and sharing a common parking area;
b. New and used motor vehicle sales; c. Hotels and motels; d. Restaurants; e. Warehouse retail uses; f. Commercial recreation uses.
(4) No pole or pylon sign face shall exceed a sign area of one square foot for each lineal foot of street frontage or 120 square feet, whichever is less.
(5) No pole or pylon sign shall have more than two sign faces.
(6) No portion of a pole or pylon sign shall be located closer than 15 feet to an interior property line or extend over the roof of a building.
(7) Pole or pylon signs shall be placed in a landscaped area of not less than 50 square feet.
(g) Additional signs for service stations.
The following additional signs may be permitted in conjunction with automobile service stations (also see
Section 10-2.1804 for exempt price signs and fuel pump signs):
(1) Pump island canopy signs.
No more than one pump island canopy sign facing each street frontage, the area of which shall not exceed 15% of the canopy fascia area facing each street frontage.
(2) Pole and pylon signs.
One pole or pylon sign may be permitted in lieu of the allowable monument signage, when such sign is determined to be necessary for visibility from passing vehicles, subject to Planning Commission Design Review (Section 10-2.2502).
a. The maximum sign area per face shall not exceed one-half square foot for each lineal foot of street frontage.
Lots having more than one street frontage shall count only the largest frontage for determination of sign area.
(h) Drive-through restaurant menu boards.
No more than two additional signs shall be permitted for the purpose of displaying the type and price of products sold on site to drive-through customers.
Each sign shall not exceed 30 square feet in area and six feet in height.
(Ord.
2756 c.s., eff.
January 18, 1996, as amended by Ord.
2786 c.s, eff.January 2, 1997; Ord.
2801 c.s., eff.
June 5, 1997; Ord.
2812 c.s., eff.
December 4, 1997, § 7, Ord.
2833 c.s., eff.
July 1, 1999, § 9, Ord.
2884 c.s., eff.
May 2, 2002, and § 1, Ord.
3107 c.s., eff.
February 8, 2013)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1812 Mixed-use zone requirements., ,sub-sec-2.6.7,https://ecode360.com/42656405,https://zoneomics.com/code/72/chapter_2#2.6.7,False,0,"Signs in mixed-use zones shall be subject to the following requirements:
(a) Commercial uses.
Any project solely developed with commercial uses shall adhere to the requirements applicable to commercial zones.
(b) Residential uses.
Any project developed exclusively with residential uses shall adhere to the requirements applicable to residential zones.
(c) Mixed uses.
Any project incorporating mixed use development shall be permitted signage in accordance with the requirements applicable to each separate and exclusive use, provided that signs and related lighting are designed and located to avoid conflict with residential uses existing above and behind the commercial frontage.
(Ord.
2756 c.s., eff.
January 18, 1996)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1814 Public zone and requirements., ,sub-sec-2.6.8,https://ecode360.com/42656409,https://zoneomics.com/code/72/chapter_2#2.6.8,False,0,"In all ""P"" public and institutional zones any new sign or change to existing sign, other than a change of copy, that exceeds 30 square feet in area shall be subject to Planning Commission Design Review (Section 10-5.2502).
Any new sign or change to existing sign, other than a change of copy, that is 30 square feet or less in area shall be subject to Administrative Design Review (Section 10-2.2500).
Any electronic message display sign, regardless of sign area, shall be subject to Planning Commission Design Review or Harbor Commission Design Review, depending on sign location, as outlined in
Section 10-2.2512.
(a) Electronic message displays.
Electronic message displays may be permitted, subject to Planning Commission or Harbor Commission Design Review (Section 10-2.2502), and provided all of the following standards are met.
(1) The electronic message display shall be on a site having a live performance theater with a seating capacity of not less than 1,000 seats or on a site having a school;
(2) The electronic message display for a live performance theater shall not be located adjacent to or directed towards any street other than a major arterial as identified in the master plan of streets in the Transportation and Circulation section of the General Plan;
(3) Electronic message displays shall be limited to the display of information relating to interests or activities of the theater or school on the site on which the sign is located, and shall not function as a ""billboard"" as defined in
Section 10-2.402 of this chapter;
(4) The electronic message display shall be incorporated into a high-quality decorative structure compatible with the architectural design of the building(s) on the site;
(5) The maximum height of the sign structure containing the electronic message display shall be 30 feet above the adjacent sidewalk grade along the street frontage;
(6) The electronic message display component of the sign structure for a live performance theater shall not exceed 120 square feet in area per sign face.
The electronic message display component of the sign structure for a school shall not exceed 60 square feet in area per sign face;
(7) No more than one electronic message display shall be permitted on a site.
The electronic message display may be single-faced or double-faced;
(8) The electronic message display shall be an electronic LED (Light Emitting Diode) screen;
(9) The pixel pitch of the LED electronic message display shall be
25.4 millimeters or less except that at a school site the pixel pitch of the LED electronic message display shall be 34 millimeters or less if the sign area per face is 40 square feet in area or less;
(10) The color of the text in the electronic message display shall have the appearance of white on a black background, except that the use of additional colors may be permitted subject to specific conditions approved pursuant to Planning Commission Design Review or Harbor Commission Design Review;
(11) The message shall not flash on and off.
A message shall remain fixed for a minimum of eight seconds.
Fading in or out, or scrolling of text shall be permitted as transitions;
(12) The electronic message display shall not be operated between the hours of
12:00 a.m. and
6:00 a.m.
Notwithstanding the foregoing, any electronic message display located adjacent to or directed towards any street other than a major arterial as identified in the Master Plan of Streets in the Transportation and Circulation section of the General Plan shall not be operated during the hours from
8:00 p.m. to
6:00 a.m.;
(13) The electronic message display shall be maintained in good operating condition and external appearance at all times;
(14) The electronic message display shall not result in unacceptable light intensity and glare impacting surrounding property;
(15) The Planning Commission or Harbor Commission may impose additional, or more restrictive, requirements as necessary to limit impacts on surrounding property.
(Ord.
2756 c.s., eff.
January 18, 1996, as amended by § 9, Ord.
2884 c.s., eff.
May 2, 2002, § 2, Ord.
2899 c.s., eff.
March 20, 2003, § 2, Ord.
2984 c.s., eff.
June 2, 2006,§ 2, Ord.
3036 c.s., eff.
June 5, 2009, and Ord.
3291-25 c.s., eff.
March 10, 2025)"
2,Chapter 2 ZONING AND LAND USE,Article 6 Sign Regulations,§ 10-2.1815 Special District signs., ,sub-sec-2.6.9,https://ecode360.com/42656426,https://zoneomics.com/code/72/chapter_2#2.6.9,False,0,"(a) Purpose.
The purpose of this section is to permit the location of off-site directional and/or identification signs for areas recognized by the City as unique districts or neighborhoods.
Directional and identification signs for a special district may include the names and logos of businesses and/or a general identification of services and activities, but may not include advertising for specific products.
Nothing in this section prohibits the location of such signs by the City within the public right-of-way.
(b) Establishment of Special Districts.
The following areas are established by the City as Special Districts for the purpose of permitting the location of off-site directional and/or identification signs:
(1) The Harbor/Pier area as depicted in
Section 10-2.2512 of this title.
(2) Riviera Village as depicted in
Section 10-2.1315 of this title.
(c) Criteria for Special District signs.
In addition to the criteria in
Section 10-2.1802 of this article, the following criteria shall apply to off-site directional and/or identification signs for a Special District.
(1) Signs shall be for the purpose of:
a. Identifying or providing direction to or within a Special District; and/or b. Identifying or providing direction to businesses, services, or activities within a Special District.
(2) Signs shall be located within or in close proximity to the boundary of the Special District.
(3) Monument-type signs should be utilized except where an alternative sign is determined to provide a superior design solution.
(4) A maximum of one electronic message display sign is permitted, with Harbor Commission Design Review approval, within the Harbor/Pier area along the western side of North Harbor Drive between Portofino Way and North Pacific Avenue subject to the applicable standards in
Section 10-2.1814. An additional four static electronic directory signs are permitted within the Harbor/Pier area, and shall have a digital screen no larger than four feet by six feet in size, and are exempt from Harbor Commission Design Review but are still subject to Administrative Design Review.
(d) Planning Commission Design Review required.
Off-site directional and/or identification signs for Special Districts shall be subject to Planning Commission Design Review (or Harbor Commission Design Review if the sign is located within the boundaries of the Harbor/Pier area depicted in
Section 10-2.2512 of this title).
(Ord.
2802 c.s., eff.
July 3, 1997, as amended by § 9, Ord.
2884 c.s., eff.
May 2, 2002, and Ord.
3291-25 c.s., eff.
April 10, 2025)"
